,spout-145-500,split-145-500,report-145-500,count-145-500,report-70-500,count-70-500,spout-70-500,split-70-500,spout-150-500,split-150-500,report-150-500,count-150-500,report-55-500,count-55-500,split-55-500,spout-55-500,report-65-500,spout-65-500,count-65-500,split-65-500,count-125-500,report-125-500,spout-125-500,split-125-500,spout-130-500,count-130-500,report-130-500,split-130-500,spout-120-500,split-120-500,count-120-500,report-120-500,report-100-500,count-100-500,split-100-500,spout-100-500,report-80-500,count-80-500,split-80-500,spout-80-500,spout-90-500,report-90-500,split-90-500,count-90-500,report-105-500,spout-105-500,count-105-500,split-105-500,count-110-500,spout-110-500,split-110-500,report-110-500,split-135-500,count-135-500,spout-135-500,report-135-500,report-114-500,spout-114-500,count-114-500,split-114-500,split-85-500,report-85-500,count-85-500,spout-85-500,spout-95-500,count-95-500,report-95-500,split-95-500,report-140-500,split-140-500,count-140-500,spout-140-500,spout-75-500,split-75-500,count-75-500,report-75-500,report-60-500,split-60-500,count-60-500,spout-60-500,count-50-500,report-50-500,split-50-500,spout-50-500
mean,0.10413873869048051,1.4497547116586005,0.0002834140359454208,0.05228834163053154,0.00036377263054098683,0.05197622785511689,0.10211617870401171,1.4129705695569772,0.10520916837998714,1.559044348520899,0.000319329431717841,0.0571474266465351,0.00035060539322332324,0.052172258409460236,1.4206844448398421,0.10231019276534634,0.0003374035061507666,0.10386439678073471,0.05216943805626605,1.4210871884334397,0.053728233780714424,0.0004264431887328878,0.10662735196507893,1.4768395675245365,0.10532057714219067,0.05288979207353689,0.0003467314607546524,1.433724771533336,0.10452809035750146,1.4322232786195082,0.052491253469266544,0.0003844125702601843,0.0003586877948289334,0.05402652264805865,1.490630720974649,0.10431542304464964,0.0003701492700349443,0.05123046624573429,1.3921679176458857,0.10157346624854456,0.10522301553747505,0.00036041784326394644,1.434512032594935,0.05302396938552678,0.00029468108132616263,0.10634340404124264,0.05324999018256024,1.4673121504178086,0.0540707453406201,0.10762866117482184,1.4872255863669495,0.0003659040124953825,1.4541729052857297,0.05341342242478143,0.10616429268533499,0.00040271304948587614,0.00030933250399422184,0.10890426682742081,0.053993873782094505,1.4886843390884432,1.3943229524163172,0.00042698413872778804,0.051176218490287015,0.10206939495604558,0.1019101539374127,0.051444067470598924,0.00034826317068447634,1.4141450898032177,0.00032048502152619903,1.459279093108458,0.052027452344854015,0.10373927570854141,0.10426353359512937,1.452268047257435,0.052738974107156354,0.00035144357414916626,0.0003576321986981489,1.4589310036938026,0.05321140033996537,0.10353493559326765,0.0526829701566917,0.0004480860571594771,1.427651985624101,0.10150683673411826
std,0.049442582873210496,0.5323920504360828,6.723488193534845e-05,0.016028751100156127,9.59749013048507e-05,0.01709521814335253,0.05314761494418995,0.44651234798173167,0.04896477962644479,0.47995235451503054,7.901705217446522e-05,0.01657562372623165,9.390645803961071e-05,0.017384539808270396,0.4459745671519347,0.053387040774139416,7.862772513954191e-05,0.0536819548764187,0.017089629701626585,0.4503137825491412,0.016490155549960136,0.00010455173707754404,0.051179574279088084,0.4677492161784144,0.05231284898359644,0.016475916674752688,9.771259164692503e-05,0.44787075008235444,0.049815352711032275,0.4567220337491797,0.016572346213159637,8.826127535898998e-05,9.662630071132801e-05,0.016257173331543435,0.5055018462219399,0.04790305828449659,0.00010757748703894654,0.017012280226771974,0.4473915961899071,0.052094879316824404,0.05446389067590404,7.82256713104347e-05,0.44852148897978156,0.016892080733905288,7.341055038066108e-05,0.0518041909857477,0.016804842832807115,0.47611359552803667,0.01662076248257189,0.0515412274304611,0.4761754582813007,8.354038807103926e-05,0.4595641247795922,0.016212557937412005,0.04881408376206019,7.55889072760125e-05,7.959641175639453e-05,0.05071896880730192,0.01653663596724171,0.47738859720491056,0.4441313503510399,8.842352177502777e-05,0.0170168679347484,0.054562704168105026,0.052013990057618684,0.0169159293373687,7.526957775546868e-05,0.5027047531401301,6.886272695716114e-05,1.025304391388413,0.016448800798830186,0.05243074643589085,0.04713065359752956,0.4753772656389054,0.01642804779928021,7.830052390358495e-05,8.84054684902146e-05,0.46309041348261165,0.016607052608860043,0.046876708538162296,0.01772876765453715,0.00011180011468743565,0.45860346473863267,0.05540596687493035
